Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1252195407
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      11000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	1
	AncTag	5	Sheep Goat Cow Buffalo Pronghorn 
Restrictions:
    qDG                          None
    qGD                          qDG
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 1.00 
Node reconstruction / fossilisation:
	MRCA RecNode AncTag
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	RecNode P(D)	RecNode P(G)	
1246000	-9.369333	351	1.391370	1.391370	0.014809	0.985191	0.991951	0.008049	
1247000	-12.423997	471	0.369530	0.369530	0.000751	0.999249	0.997881	0.002119	
1248000	-10.098983	472	1.505023	1.505023	0.021614	0.978386	0.790313	0.209687	
1249000	-9.116073	59	1.214851	1.214851	0.012537	0.987463	0.910672	0.089328	
1250000	-9.401446	62	1.325595	1.325595	0.019807	0.980193	0.998253	0.001747	
1251000	-9.843524	46	1.034310	1.034310	0.004756	0.995244	0.998019	0.001981	
1252000	-8.045726	214	4.560840	4.560840	0.118669	0.881331	0.980388	0.019612	
1253000	-8.694771	161	1.743017	1.743017	0.042330	0.957670	0.898209	0.101791	
1254000	-10.036129	83	0.932482	0.932482	0.016510	0.983490	0.750421	0.249579	
1255000	-8.527785	416	2.344133	2.344133	0.079309	0.920691	0.987070	0.012930	
1256000	-8.492689	299	2.224539	2.224539	0.068765	0.931235	0.989846	0.010154	
1257000	-9.108794	405	1.295905	1.295905	0.030110	0.969890	0.995718	0.004282	
1258000	-7.191183	295	3.301120	3.301120	0.050312	0.949688	0.671470	0.328530	
1259000	-8.046606	218	2.671881	2.671881	0.041295	0.958705	0.976348	0.023652	
1260000	-8.516469	32	2.289967	2.289967	0.054950	0.945050	0.995815	0.004185	
1261000	-11.034529	340	0.929719	0.929719	0.012188	0.987812	0.898201	0.101799	
1262000	-7.456371	114	3.420177	3.420177	0.074372	0.925628	0.903368	0.096632	
1263000	-10.697731	265	0.742217	0.742217	0.005712	0.994288	0.999850	0.000150	
1264000	-8.491199	283	1.619032	1.619032	0.018064	0.981936	0.997097	0.002903	
1265000	-7.944756	158	2.659690	2.659690	0.072049	0.927951	0.983830	0.016170	
1266000	-7.694039	62	4.676818	4.676818	0.166004	0.833996	0.991250	0.008750	
1267000	-8.692970	350	1.580525	1.580525	0.050105	0.949895	0.994763	0.005237	
1268000	-9.474184	159	1.090789	1.090789	0.012191	0.987809	0.958110	0.041890	
1269000	-9.663932	46	1.119401	1.119401	0.005577	0.994423	0.997854	0.002146	
1270000	-8.001085	353	4.910709	4.910709	0.139766	0.860234	0.980100	0.019900	
1271000	-8.132944	269	2.860851	2.860851	0.042715	0.957285	0.971705	0.028295	
1272000	-8.405398	33	2.619110	2.619110	0.071710	0.928290	0.906838	0.093162	
1273000	-9.074019	404	1.768939	1.768939	0.051337	0.948663	0.954522	0.045478	
1274000	-8.809572	373	1.573332	1.573332	0.024177	0.975823	0.997728	0.002272	
1275000	-9.215375	356	1.747656	1.747656	0.055833	0.944167	0.984122	0.015878	
1276000	-8.224177	489	2.424299	2.424299	0.066770	0.933230	0.995623	0.004377	
1277000	-8.819371	179	2.732921	2.732921	0.063978	0.936022	0.971763	0.028237	
1278000	-8.139101	405	2.231141	2.231141	0.063668	0.936332	0.992312	0.007688	
1279000	-7.942955	262	3.340320	3.340320	0.110364	0.889636	0.998431	0.001569	
1280000	-9.043137	459	1.896778	1.896778	0.044147	0.955853	0.998482	0.001518	
1281000	-7.540417	335	4.722680	4.722680	0.171598	0.828402	0.981450	0.018550	
1282000	-8.156517	65	2.482367	2.482367	0.046579	0.953421	0.993529	0.006471	
1283000	-8.205395	477	3.274113	3.274113	0.106336	0.893664	0.969953	0.030047	
1284000	-7.625372	198	3.539489	3.539489	0.123999	0.876001	0.986870	0.013130	
1285000	-8.690569	481	1.799150	1.799150	0.065149	0.934851	0.994588	0.005412	
1286000	-8.426927	486	3.401135	3.401135	0.076774	0.923226	0.996639	0.003361	
1287000	-8.757341	296	1.488723	1.488723	0.022226	0.977774	0.976616	0.023384	
1288000	-7.831617	215	4.624995	4.624995	0.178198	0.821802	0.953904	0.046096	
1289000	-8.380391	166	4.459628	4.459628	0.124575	0.875425	0.968840	0.031160	
1290000	-11.134967	42	0.609698	0.609698	0.004620	0.995380	0.993753	0.006247	
1291000	-8.928147	10	1.257424	1.257424	0.021097	0.978903	0.987482	0.012518	
1292000	-11.235969	469	0.622509	0.622509	0.002224	0.997776	0.995662	0.004338	
1293000	-8.255758	427	3.155545	3.155545	0.077136	0.922864	0.978229	0.021771	
1294000	-7.824402	250	3.009961	3.009961	0.082676	0.917324	0.987091	0.012909	
1295000	-8.280001	130	2.197790	2.197790	0.047401	0.952599	0.998388	0.001612	
1296000	-8.912405	40	1.315564	1.315564	0.014419	0.985581	0.875986	0.124014	
1297000	-9.345032	353	1.633086	1.633086	0.021452	0.978548	0.994029	0.005971	
1298000	-7.474654	320	3.391861	3.391861	0.079264	0.920736	0.995142	0.004858	
1299000	-8.054826	488	2.959929	2.959929	0.119216	0.880784	0.976783	0.023217	
1300000	-9.353200	467	1.843424	1.843424	0.018055	0.981945	0.993116	0.006884	
1301000	-7.695656	458	4.333822	4.333822	0.134876	0.865124	0.986966	0.013034	
1302000	-9.216677	273	1.968755	1.968755	0.041013	0.958987	0.598591	0.401409	
1303000	-8.637660	170	2.039223	2.039223	0.034104	0.965896	0.991142	0.008858	
1304000	-9.122955	14	2.053446	2.053446	0.049643	0.950357	0.621468	0.378532	
1305000	-8.917186	233	1.575360	1.575360	0.017663	0.982337	0.992017	0.007983	
1306000	-7.558063	482	3.826613	3.826613	0.110429	0.889571	0.992160	0.007840	
1307000	-8.253405	496	4.010590	4.010590	0.107283	0.892717	0.650322	0.349678	
1308000	-7.970626	373	2.695764	2.695764	0.066119	0.933881	0.995859	0.004141	
1309000	-8.025060	357	2.880130	2.880130	0.036549	0.963451	0.994472	0.005528	
1310000	-8.367625	312	2.481620	2.481620	0.041937	0.958063	0.799077	0.200923	
1311000	-9.487060	476	1.326884	1.326884	0.008492	0.991508	0.996739	0.003261	
1312000	-8.299822	425	3.976543	3.976543	0.184807	0.815193	0.785424	0.214576	
1313000	-9.208767	300	1.149836	1.149836	0.019059	0.980941	0.846465	0.153535	
1314000	-8.135306	242	2.283056	2.283056	0.034930	0.965070	0.973767	0.026233	
1315000	-9.559460	280	1.359066	1.359066	0.018333	0.981667	0.820717	0.179283	
1316000	-9.600131	277	1.311666	1.311666	0.035607	0.964393	0.825834	0.174166	
1317000	-9.101239	134	1.508378	1.508378	0.023176	0.976824	0.778413	0.221587	
1318000	-8.094069	155	4.591138	4.591138	0.116530	0.883470	0.983537	0.016463	
1319000	-8.090812	120	3.854844	3.854844	0.188848	0.811152	0.976929	0.023071	
1320000	-9.685525	301	1.616931	1.616931	0.027429	0.972571	0.998181	0.001819	
1321000	-7.827275	227	5.427382	5.427382	0.193240	0.806760	0.791811	0.208189	
1322000	-8.039004	30	1.873204	1.873204	0.039554	0.960446	0.997533	0.002467	
1323000	-9.963878	15	1.572240	1.572240	0.022520	0.977480	0.752159	0.247841	
1324000	-8.473622	43	1.590390	1.590390	0.049370	0.950630	0.992579	0.007421	
1325000	-8.474616	258	2.195132	2.195132	0.037465	0.962535	0.986136	0.013864	
1326000	-8.442752	322	1.779877	1.779877	0.031823	0.968177	0.803931	0.196069	
1327000	-13.913835	206	0.262462	0.262462	0.000824	0.999176	0.999121	0.000879	
1328000	-8.205814	126	2.363993	2.363993	0.050274	0.949726	0.998710	0.001290	
1329000	-7.666980	482	3.345662	3.345662	0.089078	0.910922	0.993283	0.006717	
1330000	-9.569008	297	1.397958	1.397958	0.037482	0.962518	0.994829	0.005171	
1331000	-8.801344	19	2.746686	2.746686	0.062443	0.937557	0.774668	0.225332	
1332000	-8.069749	210	2.413812	2.413812	0.103630	0.896370	0.991483	0.008517	
1333000	-9.287037	261	1.280276	1.280276	0.022923	0.977077	0.986449	0.013551	
1334000	-7.764194	100	5.937227	5.937227	0.215102	0.784898	0.929733	0.070267	
1335000	-7.869219	173	3.412418	3.412418	0.088410	0.911590	0.884008	0.115992	
1336000	-9.229774	213	1.645868	1.645868	0.023131	0.976869	0.783661	0.216339	
1337000	-8.655057	309	2.076623	2.076623	0.030588	0.969412	0.989689	0.010311	
1338000	-8.402476	144	4.965412	4.965412	0.228058	0.771942	0.978990	0.021010	
1339000	-8.228042	188	3.933303	3.933303	0.132836	0.867164	0.958064	0.041936	
1340000	-9.063312	146	1.608341	1.608341	0.021857	0.978143	0.975500	0.024500	
1341000	-8.712398	356	2.448712	2.448712	0.099789	0.900211	0.977574	0.022426	
1342000	-10.887451	115	0.796998	0.796998	0.008720	0.991280	0.725317	0.274683	
1343000	-7.692400	383	4.273767	4.273767	0.160353	0.839647	0.710951	0.289049	
1344000	-7.457845	405	4.494463	4.494463	0.163726	0.836274	0.982941	0.017059	
1345000	-8.778071	186	1.933821	1.933821	0.059559	0.940441	0.994256	0.005744	
1346000	-8.043092	48	2.334967	2.334967	0.034304	0.965696	0.996482	0.003518	
1347000	-8.158026	1	2.535366	2.535366	0.037897	0.962103	0.991246	0.008754	
1348000	-10.869678	476	0.732370	0.732370	0.002627	0.997373	0.998277	0.001723	
1349000	-9.833765	340	1.647955	1.647955	0.036663	0.963337	0.892287	0.107713	
1350000	-9.749074	47	0.997877	0.997877	0.006847	0.993153	0.998322	0.001678	
1351000	-11.002557	437	0.803919	0.803919	0.014174	0.985826	0.990857	0.009143	
1352000	-9.151453	22	1.846562	1.846562	0.016261	0.983739	0.999572	0.000428	
1353000	-8.577860	212	1.787998	1.787998	0.017625	0.982375	0.995065	0.004935	
1354000	-8.246688	187	2.686302	2.686302	0.040851	0.959149	0.697105	0.302895	
1355000	-7.722675	344	4.260586	4.260586	0.096764	0.903236	0.769672	0.230328	
1356000	-7.798499	32	4.279117	4.279117	0.151884	0.848116	0.990473	0.009527	
1357000	-7.255327	145	2.600197	2.600197	0.054198	0.945802	0.845408	0.154592	
1358000	-8.776290	98	2.554681	2.554681	0.064580	0.935420	0.986769	0.013231	
1359000	-8.848162	192	1.922208	1.922208	0.047849	0.952151	0.989734	0.010266	
1360000	-9.683251	78	1.016979	1.016979	0.008950	0.991050	0.999710	0.000290	
1361000	-9.956846	452	1.079491	1.079491	0.012557	0.987443	0.999275	0.000725	
1362000	-9.190950	462	1.135926	1.135926	0.008573	0.991427	0.994672	0.005328	
1363000	-9.071616	158	1.312165	1.312165	0.019425	0.980575	0.992659	0.007341	
1364000	-9.898182	404	1.183693	1.183693	0.028354	0.971646	0.958025	0.041975	
1365000	-8.732228	123	2.731445	2.731445	0.045027	0.954973	0.994347	0.005653	
1366000	-7.694749	320	2.757780	2.757780	0.054932	0.945068	0.996325	0.003675	
1367000	-8.543894	481	1.990431	1.990431	0.077662	0.922338	0.993947	0.006053	
1368000	-8.476369	300	1.725300	1.725300	0.041245	0.958755	0.841693	0.158307	
1369000	-7.566219	407	2.996271	2.996271	0.116707	0.883293	0.989670	0.010330	
1370000	-8.504509	175	2.311913	2.311913	0.049921	0.950079	0.759228	0.240772	
1371000	-7.661575	125	2.337712	2.337712	0.063067	0.936933	0.995855	0.004145	
1372000	-7.688838	57	4.129830	4.129830	0.067130	0.932870	0.973016	0.026984	
1373000	-7.804310	93	2.690403	2.690403	0.052036	0.947964	0.909807	0.090193	
1374000	-9.037893	14	2.180576	2.180576	0.054968	0.945032	0.620436	0.379564	
1375000	-9.460080	209	1.542043	1.542043	0.018086	0.981914	0.987193	0.012807	
1376000	-9.196366	431	1.127493	1.127493	0.008599	0.991401	0.997562	0.002438	
1377000	-8.736147	178	1.550199	1.550199	0.041641	0.958359	0.933441	0.066559	
1378000	-8.203554	459	3.701673	3.701673	0.135485	0.864515	0.996056	0.003944	
1379000	-8.275165	397	3.174735	3.174735	0.090342	0.909658	0.987241	0.012759	
1380000	-9.970544	284	0.966170	0.966170	0.009929	0.990071	0.994160	0.005840	
1381000	-9.177570	484	1.056392	1.056392	0.011266	0.988734	0.995246	0.004754	
1382000	-8.819516	74	1.957365	1.957365	0.035036	0.964964	0.982244	0.017756	
1383000	-7.998204	65	2.853583	2.853583	0.059324	0.940676	0.992440	0.007560	
1384000	-9.024117	114	1.273801	1.273801	0.011517	0.988483	0.909103	0.090897	
1385000	-10.356139	269	0.895840	0.895840	0.004509	0.995491	0.991338	0.008662	
1386000	-9.895005	173	0.983101	0.983101	0.008434	0.991566	0.912275	0.087725	
1387000	-9.965317	30	0.720096	0.720096	0.006272	0.993728	0.999077	0.000923	
1388000	-7.771758	126	3.536983	3.536983	0.101204	0.898796	0.996867	0.003133	
1389000	-8.511244	436	2.323629	2.323629	0.089770	0.910230	0.994588	0.005412	
1390000	-9.823304	423	1.443931	1.443931	0.018352	0.981648	0.999230	0.000770	
1391000	-7.368068	49	4.609867	4.609867	0.090704	0.909296	0.997130	0.002870	
1392000	-7.699605	205	4.768111	4.768111	0.164755	0.835245	0.804672	0.195328	
1393000	-8.263910	278	1.870208	1.870208	0.028094	0.971906	0.997654	0.002346	
1394000	-8.826050	11	1.654301	1.654301	0.023583	0.976417	0.997767	0.002233	
1395000	-8.130272	391	2.700280	2.700280	0.115890	0.884110	0.996201	0.003799	
1396000	-9.810656	37	1.375639	1.375639	0.014169	0.985831	0.995629	0.004371	
1397000	-7.829082	18	2.383211	2.383211	0.025491	0.974509	0.774788	0.225212	
1398000	-9.184655	85	1.236851	1.236851	0.009361	0.990639	0.990239	0.009761	
1399000	-9.660171	132	1.229088	1.229088	0.011425	0.988575	0.998930	0.001070	
1400000	-8.107803	74	3.644593	3.644593	0.104769	0.895231	0.965979	0.034021	
1401000	-8.031780	403	2.367951	2.367951	0.086405	0.913595	0.829525	0.170475	
1402000	-10.408664	298	1.003722	1.003722	0.011925	0.988075	0.992768	0.007232	
1403000	-9.346588	58	1.175508	1.175508	0.010163	0.989837	0.920991	0.079009	
1404000	-7.971548	282	4.423117	4.423117	0.170789	0.829211	0.969934	0.030066	
1405000	-8.200379	287	2.359986	2.359986	0.040786	0.959214	0.991393	0.008607	
1406000	-7.904125	351	3.337246	3.337246	0.075780	0.924220	0.980186	0.019814	
1407000	-7.748285	56	2.549722	2.549722	0.044276	0.955724	0.992863	0.007137	
1408000	-7.662066	126	4.198342	4.198342	0.132875	0.867125	0.995397	0.004603	
1409000	-8.880317	17	3.781500	3.781500	0.087156	0.912844	0.991186	0.008814	
1410000	-7.926889	149	5.497247	5.497247	0.107402	0.892598	0.966668	0.033332	
1411000	-8.300384	483	2.840570	2.840570	0.044221	0.955779	0.923419	0.076581	
1412000	-7.538313	158	4.481046	4.481046	0.166275	0.833725	0.969800	0.030200	
1413000	-10.332266	406	0.995611	0.995611	0.014300	0.985700	0.999544	0.000456	
1414000	-7.630733	63	2.930278	2.930278	0.041252	0.958748	0.988431	0.011569	
1415000	-9.588017	156	0.986148	0.986148	0.008326	0.991674	0.999280	0.000720	
1416000	-8.169917	431	1.949802	1.949802	0.025141	0.974859	0.995536	0.004464	
1417000	-9.917580	105	0.969981	0.969981	0.005642	0.994358	0.978490	0.021510	
1418000	-7.739290	265	4.034757	4.034757	0.133718	0.866282	0.995522	0.004478	
1419000	-7.530345	296	3.557412	3.557412	0.107382	0.892618	0.944017	0.055983	
1420000	-8.399841	161	2.119529	2.119529	0.059897	0.940103	0.893656	0.106344	
1421000	-8.053879	169	2.332481	2.332481	0.069524	0.930476	0.958181	0.041819	
1422000	-8.300934	118	1.995170	1.995170	0.046752	0.953248	0.983513	0.016487	
1423000	-8.868929	322	1.396933	1.396933	0.020104	0.979896	0.805271	0.194729	
1424000	-8.288194	226	2.513619	2.513619	0.070580	0.929420	0.906497	0.093503	
1425000	-8.328348	489	2.261431	2.261431	0.059144	0.940856	0.995943	0.004057	
1426000	-13.093866	160	0.399425	0.399425	0.001414	0.998586	0.712493	0.287507	
1427000	-8.452256	307	1.929419	1.929419	0.041895	0.958105	0.976024	0.023976	
1428000	-8.935978	490	2.280546	2.280546	0.066980	0.933020	0.744842	0.255158	
1429000	-7.945219	300	2.565627	2.565627	0.084112	0.915888	0.834660	0.165340	
1430000	-9.152283	64	1.632450	1.632450	0.018638	0.981362	0.989545	0.010455	
1431000	-9.856837	379	1.144913	1.144913	0.010769	0.989231	0.619426	0.380574	
1432000	-8.173851	370	3.540208	3.540208	0.118456	0.881544	0.998442	0.001558	
1433000	-8.222232	352	1.850494	1.850494	0.042164	0.957836	0.997434	0.002566	
1434000	-10.842002	127	0.786154	0.786154	0.004850	0.995150	0.620218	0.379782	
1435000	-9.675192	230	1.676669	1.676669	0.036588	0.963412	0.985224	0.014776	
1436000	-9.721976	194	1.013959	1.013959	0.006860	0.993140	0.999768	0.000232	
1437000	-7.633350	295	2.164638	2.164638	0.022443	0.977557	0.673838	0.326162	
1438000	-11.616385	422	1.168175	1.168175	0.045865	0.954135	0.987858	0.012142	
1439000	-8.569926	324	3.705766	3.705766	0.198271	0.801729	0.711957	0.288043	
1440000	-10.013687	166	1.262579	1.262579	0.012389	0.987611	0.994344	0.005656	
1441000	-8.088863	305	2.550311	2.550311	0.038807	0.961193	0.965622	0.034378	
1442000	-8.355873	474	2.732435	2.732435	0.075614	0.924386	0.995818	0.004182	
1443000	-11.137884	118	0.511885	0.511885	0.004921	0.995079	0.995796	0.004204	
1444000	-8.147615	297	3.477386	3.477386	0.156543	0.843457	0.986747	0.013253	
1445000	-11.991382	279	0.485955	0.485955	0.002990	0.997010	0.995731	0.004269	
1446000	-7.432890	431	3.726882	3.726882	0.083433	0.916567	0.990443	0.009557	
1447000	-9.265423	452	1.515878	1.515878	0.023476	0.976524	0.998566	0.001434	
1448000	-11.743301	305	0.440019	0.440019	0.001234	0.998766	0.994112	0.005888	
1449000	-9.108453	401	1.868023	1.868023	0.041082	0.958918	0.970423	0.029577	
1450000	-8.434003	255	2.244517	2.244517	0.044957	0.955043	0.987613	0.012387	
1451000	-7.911430	429	3.754761	3.754761	0.104529	0.895471	0.982229	0.017771	
1452000	-8.492306	496	2.827144	2.827144	0.060096	0.939904	0.660144	0.339856	
1453000	-9.011799	319	1.748496	1.748496	0.061384	0.938616	0.997413	0.002587	
1454000	-8.616012	326	1.901396	1.901396	0.021159	0.978841	0.976565	0.023435	
1455000	-8.958228	243	1.278953	1.278953	0.030985	0.969015	0.889609	0.110391	
1456000	-8.518702	38	2.947024	2.947024	0.102170	0.897830	0.996865	0.003135	
1457000	-8.123275	296	2.154924	2.154924	0.044678	0.955322	0.966125	0.033875	
1458000	-9.206564	276	1.332865	1.332865	0.012025	0.987975	0.792454	0.207546	
1459000	-8.059942	359	3.169928	3.169928	0.193204	0.806796	0.945498	0.054502	
1460000	-9.060145	104	2.439812	2.439812	0.048752	0.951248	0.981701	0.018299	
1461000	-9.307591	77	1.762057	1.762057	0.051595	0.948405	0.865753	0.134247	
1462000	-8.339143	74	2.810846	2.810846	0.067544	0.932456	0.974124	0.025876	
1463000	-9.095005	151	1.638241	1.638241	0.021555	0.978445	0.997981	0.002019	
1464000	-8.077294	234	3.158893	3.158893	0.086778	0.913222	0.995149	0.004851	
1465000	-8.401165	411	4.027677	4.027677	0.178687	0.821313	0.830789	0.169211	
1466000	-9.511786	410	1.014437	1.014437	0.015888	0.984112	0.991021	0.008979	
1467000	-9.332397	49	1.220142	1.220142	0.006944	0.993056	0.999804	0.000196	
1468000	-7.957396	206	5.352932	5.352932	0.209741	0.790259	0.978915	0.021085	
1469000	-7.681307	219	4.643137	4.643137	0.175377	0.824623	0.987699	0.012301	
1470000	-9.943116	91	1.464588	1.464588	0.035857	0.964143	0.988371	0.011629	
1471000	-8.355458	367	2.680554	2.680554	0.056983	0.943017	0.985105	0.014895	
1472000	-7.643329	465	3.406094	3.406094	0.121504	0.878496	0.981758	0.018242	
1473000	-8.257221	141	2.278849	2.278849	0.015090	0.984910	0.994062	0.005938	
1474000	-9.728546	219	1.226247	1.226247	0.036847	0.963153	0.997118	0.002882	
1475000	-8.865024	330	2.025276	2.025276	0.056538	0.943462	0.686556	0.313444	
1476000	-7.609967	203	3.632385	3.632385	0.106757	0.893243	0.998335	0.001665	
1477000	-9.420716	400	0.929309	0.929309	0.003054	0.996946	0.999255	0.000745	
1478000	-9.289261	144	2.265316	2.265316	0.080132	0.919868	0.995521	0.004479	
1479000	-8.523782	184	2.239420	2.239420	0.065365	0.934635	0.983537	0.016463	
1480000	-7.622840	85	3.500204	3.500204	0.067192	0.932808	0.972169	0.027831	
1481000	-7.884250	50	5.685423	5.685423	0.206825	0.793175	0.980956	0.019044	
1482000	-9.079794	382	1.802519	1.802519	0.026974	0.973026	0.999342	0.000658	
1483000	-8.700596	269	1.972280	1.972280	0.021175	0.978825	0.980695	0.019305	
1484000	-7.819723	214	7.125094	7.125094	0.220369	0.779631	0.967752	0.032248	
1485000	-7.954599	267	1.952673	1.952673	0.029026	0.970974	0.990039	0.009961	
1486000	-8.409046	41	1.710798	1.710798	0.025734	0.974266	0.994982	0.005018	
1487000	-9.318563	302	1.460340	1.460340	0.013499	0.986501	0.998042	0.001958	
1488000	-7.945939	287	2.879016	2.879016	0.058418	0.941582	0.988902	0.011098	
1489000	-8.995477	406	1.969271	1.969271	0.052642	0.947358	0.998185	0.001815	
1490000	-10.189221	101	0.820049	0.820049	0.007545	0.992455	0.997036	0.002964	
1491000	-7.307435	138	4.676948	4.676948	0.140077	0.859923	0.984751	0.015249	
1492000	-7.758881	41	2.681132	2.681132	0.058949	0.941051	0.991623	0.008377	
1493000	-7.577507	336	4.478250	4.478250	0.166518	0.833482	0.957586	0.042414	
1494000	-8.106044	40	2.026489	2.026489	0.033395	0.966605	0.873034	0.126966	
1495000	-10.040851	256	1.010760	1.010760	0.011639	0.988361	0.668788	0.331212	
1496000	-8.377060	169	1.855130	1.855130	0.045892	0.954108	0.958832	0.041168	
1497000	-7.856149	45	4.057999	4.057999	0.113381	0.886619	0.994105	0.005895	
1498000	-8.426245	353	2.938760	2.938760	0.062093	0.937907	0.988796	0.011204	
1499000	-8.491477	98	3.180567	3.180567	0.093712	0.906288	0.983447	0.016553	
1500000	-8.730508	369	1.665490	1.665490	0.023969	0.976031	0.925372	0.074628	
1501000	-7.879756	156	2.622780	2.622780	0.054050	0.945950	0.997901	0.002099	
1502000	-7.424476	129	5.634821	5.634821	0.165106	0.834894	0.974577	0.025423	
1503000	-7.960874	151	4.007701	4.007701	0.108008	0.891992	0.987972	0.012028	
1504000	-7.833674	180	4.723221	4.723221	0.130248	0.869752	0.955363	0.044637	
1505000	-7.296947	195	3.807171	3.807171	0.079926	0.920074	0.975393	0.024607	
1506000	-7.435252	225	4.554546	4.554546	0.201439	0.798561	0.975905	0.024095	
1507000	-7.440047	465	4.823048	4.823048	0.195032	0.804968	0.973021	0.026979	
1508000	-11.195266	141	0.595790	0.595790	0.001048	0.998952	0.998522	0.001478	
1509000	-9.546578	259	1.727659	1.727659	0.017539	0.982461	0.980330	0.019670	
1510000	-7.729349	145	1.745258	1.745258	0.025973	0.974027	0.850719	0.149281	
1511000	-9.261918	446	1.399703	1.399703	0.019614	0.980386	0.996924	0.003076	
1512000	-9.354555	253	1.878412	1.878412	0.026588	0.973412	0.983113	0.016887	
1513000	-8.041977	96	2.474577	2.474577	0.042630	0.957370	0.993209	0.006791	
1514000	-9.009797	196	1.898333	1.898333	0.028221	0.971779	0.976887	0.023113	
1515000	-7.927144	226	6.310128	6.310128	0.275142	0.724858	0.874631	0.125369	
1516000	-8.452044	375	2.113276	2.113276	0.027177	0.972823	0.997617	0.002383	
1517000	-8.690148	272	2.075326	2.075326	0.048133	0.951867	0.998016	0.001984	
1518000	-7.942174	72	2.820256	2.820256	0.092484	0.907516	0.977157	0.022843	
1519000	-8.056456	26	3.315609	3.315609	0.090306	0.909694	0.985396	0.014604	
1520000	-8.778115	7	1.872772	1.872772	0.037390	0.962610	0.993499	0.006501	
1521000	-7.707972	39	4.788515	4.788515	0.156113	0.843887	0.975451	0.024549	
1522000	-8.343120	132	2.474042	2.474042	0.043593	0.956407	0.997587	0.002413	
1523000	-9.864676	365	1.135473	1.135473	0.012914	0.987086	0.731809	0.268191	
1524000	-10.296863	343	1.156054	1.156054	0.060031	0.939969	0.993160	0.006840	
1525000	-8.193707	285	2.647180	2.647180	0.089036	0.910964	0.989041	0.010959	
1526000	-10.325048	298	1.043165	1.043165	0.012857	0.987143	0.992479	0.007521	
1527000	-7.668248	41	2.915114	2.915114	0.068327	0.931673	0.990756	0.009244	
1528000	-7.441487	141	6.323551	6.323551	0.101215	0.898785	0.981456	0.018544	
1529000	-8.121953	379	3.135234	3.135234	0.073063	0.926937	0.614231	0.385769	
1530000	-8.688207	50	2.315012	2.315012	0.055126	0.944874	0.994221	0.005779	
1531000	-7.854846	242	2.851586	2.851586	0.052564	0.947436	0.967124	0.032876	
1532000	-9.205669	220	1.500024	1.500024	0.019327	0.980673	0.990175	0.009825	
1533000	-7.316790	82	3.044441	3.044441	0.090324	0.909676	0.863710	0.136290	
1534000	-8.616717	274	1.977877	1.977877	0.027000	0.973000	0.843183	0.156817	
1535000	-10.260345	174	1.064145	1.064145	0.010150	0.989850	0.817256	0.182744	
1536000	-9.524877	196	1.472607	1.472607	0.017521	0.982479	0.982024	0.017976	
1537000	-10.381413	436	0.852654	0.852654	0.014654	0.985346	0.998610	0.001390	
1538000	-8.044429	89	2.745688	2.745688	0.081537	0.918463	0.993424	0.006576	
1539000	-9.227330	464	2.327821	2.327821	0.030783	0.969217	0.502147	0.497853	
1540000	-9.938032	96	0.917909	0.917909	0.006204	0.993796	0.997558	0.002442	
1541000	-7.999913	57	2.990249	2.990249	0.036486	0.963514	0.980786	0.019214	
1542000	-8.115441	48	2.205233	2.205233	0.030719	0.969281	0.996723	0.003277	
1543000	-9.421524	487	1.311621	1.311621	0.021469	0.978531	0.989773	0.010227	
1544000	-7.814219	255	3.753058	3.753058	0.102665	0.897335	0.978053	0.021947	
1545000	-7.660228	403	5.002117	5.002117	0.253372	0.746628	0.805571	0.194429	
1546000	-8.486803	138	1.548606	1.548606	0.019663	0.980337	0.995676	0.004324	
1547000	-7.676781	403	4.017629	4.017629	0.194001	0.805999	0.814572	0.185428	
1548000	-9.579619	40	0.969279	0.969279	0.007880	0.992120	0.877394	0.122606	
1549000	-7.692882	125	2.266771	2.266771	0.059682	0.940318	0.996106	0.003894	
1550000	-8.805043	259	2.659318	2.659318	0.040572	0.959428	0.969951	0.030049	
1551000	-9.080503	492	1.451913	1.451913	0.033079	0.966921	0.788569	0.211431	
1552000	-8.040551	149	4.249143	4.249143	0.069891	0.930109	0.974676	0.025324	
1553000	-9.892888	176	1.264329	1.264329	0.010018	0.989982	0.989676	0.010324	
1554000	-9.109245	139	1.325398	1.325398	0.018269	0.981731	0.992569	0.007431	
1555000	-8.123963	467	4.434660	4.434660	0.090213	0.909787	0.983072	0.016928	
1556000	-8.358395	52	1.989189	1.989189	0.040920	0.959080	0.992851	0.007149	
1557000	-8.122788	300	2.206257	2.206257	0.064589	0.935411	0.837677	0.162323	
1558000	-8.608700	53	1.858200	1.858200	0.025259	0.974741	0.993556	0.006444	
