Options:
Model:                           Continuous: Regression
Tree File Name:                  InterpolatingExtant.trees
Data File Name:                  InterpolatingExtant.txt
Log File Name:                   InterpolatingExtant.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1700331469
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1100000
Burn in:                         100000
MCMC ML Start:                   False
Schedule File:                   InterpolatingExtant.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
Save Model:                      GenomeCellModel.bin
Restrictions:
    Alpha                        None
    Beta-2                       None
Prior Information:
    Priors
        Alpha - uniform -100.00 100.00 
        Beta-2 - uniform -100.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       25
     Sites:                      1
Iteration	Lh	Tree No	Alpha	Beta 1	Var	R^2	SSE	SST	s.e. Alpha	s.e. Beta-1	
171000	1.600886	1	0.803364358582	0.086197799386	0.000315561062	0.179902453180	0.006966141980	0.008494284621	0.739693	0.137481	
172000	2.238925	1	-1.342548454328	0.479274749887	0.000299858015	0.179902453180	0.006966141980	0.008494284621	0.721054	0.134017	
173000	2.773408	1	-0.224414584675	0.285864144896	0.000287306752	0.179902453180	0.006966141980	0.008494284621	0.705802	0.131182	
174000	2.508399	1	-0.185261418310	0.227192912337	0.000293462876	0.179902453180	0.006966141980	0.008494284621	0.713323	0.132580	
175000	2.746102	1	0.137986233131	0.208071271119	0.000287935044	0.179902453180	0.006966141980	0.008494284621	0.706573	0.131326	
176000	1.553852	1	-0.646549110374	0.389413784336	0.000316750683	0.179902453180	0.006966141980	0.008494284621	0.741086	0.137740	
177000	1.202821	1	0.138577791114	0.147179835504	0.000325771891	0.179902453180	0.006966141980	0.008494284621	0.751565	0.139688	
178000	2.528870	1	-0.057907198501	0.206739523536	0.000292982690	0.179902453180	0.006966141980	0.008494284621	0.712740	0.132472	
179000	2.445903	1	-0.006338149085	0.196195537017	0.000294933769	0.179902453180	0.006966141980	0.008494284621	0.715109	0.132912	
180000	0.537183	1	-1.911734594796	0.539460082534	0.000343589796	0.179902453180	0.006966141980	0.008494284621	0.771845	0.143457	
181000	1.268332	1	-0.860712375144	0.431048435218	0.000324069038	0.179902453180	0.006966141980	0.008494284621	0.749598	0.139322	
182000	2.354371	1	0.455281864190	0.138475265600	0.000297101382	0.179902453180	0.006966141980	0.008494284621	0.717732	0.133400	
183000	1.890347	1	0.640063881338	0.120147964159	0.000308337614	0.179902453180	0.006966141980	0.008494284621	0.731178	0.135899	
184000	1.424160	1	-0.623022301529	0.387405472497	0.000320054185	0.179902453180	0.006966141980	0.008494284621	0.744941	0.138457	
185000	3.062785	1	-0.137474540235	0.247657094205	0.000280731940	0.179902453180	0.006966141980	0.008494284621	0.697679	0.129673	
186000	2.644406	1	-1.134746633083	0.423812515697	0.000290287161	0.179902453180	0.006966141980	0.008494284621	0.709453	0.131861	
187000	1.245124	1	0.944477552034	0.062330766488	0.000324671255	0.179902453180	0.006966141980	0.008494284621	0.750295	0.139452	
188000	3.058220	1	-0.741806056091	0.355754350898	0.000280834494	0.179902453180	0.006966141980	0.008494284621	0.697807	0.129696	
189000	3.133003	1	-0.451023513218	0.299140993270	0.000279159369	0.179902453180	0.006966141980	0.008494284621	0.695722	0.129309	
190000	2.447630	1	0.320772131144	0.178402917317	0.000294893040	0.179902453180	0.006966141980	0.008494284621	0.715059	0.132903	
191000	2.944206	1	-0.822945952259	0.363170724508	0.000283407737	0.179902453180	0.006966141980	0.008494284621	0.700996	0.130289	
192000	1.562833	1	-0.320199388845	0.330380226043	0.000316523183	0.179902453180	0.006966141980	0.008494284621	0.740820	0.137691	
193000	1.681157	1	0.132102085989	0.240956749228	0.000313541138	0.179902453180	0.006966141980	0.008494284621	0.737322	0.137041	
194000	2.362088	1	0.137390686969	0.171686732870	0.000296918019	0.179902453180	0.006966141980	0.008494284621	0.717510	0.133358	
195000	2.147626	1	-1.428350714005	0.475416854726	0.000302056167	0.179902453180	0.006966141980	0.008494284621	0.723692	0.134507	
196000	0.296983	1	-0.388124359643	0.361470566407	0.000350256043	0.179902453180	0.006966141980	0.008494284621	0.779297	0.144842	
197000	1.826407	1	-0.188175784284	0.301017932948	0.000309918876	0.179902453180	0.006966141980	0.008494284621	0.733051	0.136247	
198000	-0.522657	1	-0.237337853927	0.344172636093	0.000373992461	0.179902453180	0.006966141980	0.008494284621	0.805270	0.149670	
199000	1.684212	1	0.592907964357	0.089289553511	0.000313464515	0.179902453180	0.006966141980	0.008494284621	0.737232	0.137024	
200000	0.173690	1	0.116234624030	0.268061473984	0.000353727875	0.179902453180	0.006966141980	0.008494284621	0.783149	0.145558	
201000	2.515765	1	0.179570489416	0.170801590916	0.000293290000	0.179902453180	0.006966141980	0.008494284621	0.713113	0.132541	
202000	2.124638	1	-1.309764131213	0.440599396390	0.000302612181	0.179902453180	0.006966141980	0.008494284621	0.724358	0.134631	
203000	2.710061	1	-1.074358267313	0.425323610996	0.000288766451	0.179902453180	0.006966141980	0.008494284621	0.707593	0.131515	
204000	2.740066	1	-1.060329723554	0.421331610777	0.000288074111	0.179902453180	0.006966141980	0.008494284621	0.706744	0.131357	
205000	2.972674	1	-0.247498906496	0.282442712216	0.000282763018	0.179902453180	0.006966141980	0.008494284621	0.700199	0.130141	
206000	2.401836	1	0.404283159865	0.157253477527	0.000295975371	0.179902453180	0.006966141980	0.008494284621	0.716371	0.133147	
207000	1.696405	1	0.287470790164	0.132589454146	0.000313158883	0.179902453180	0.006966141980	0.008494284621	0.736872	0.136957	
208000	1.623622	1	-0.478095362300	0.261351252610	0.000314987622	0.179902453180	0.006966141980	0.008494284621	0.739021	0.137356	
209000	2.679723	1	-1.115084738400	0.421585941844	0.000289468138	0.179902453180	0.006966141980	0.008494284621	0.708452	0.131675	
210000	1.774649	1	-1.519062588279	0.480020050788	0.000311204789	0.179902453180	0.006966141980	0.008494284621	0.734570	0.136529	
211000	3.101817	1	-0.214132514946	0.263673244144	0.000279856705	0.179902453180	0.006966141980	0.008494284621	0.696591	0.129470	
212000	2.574180	1	0.107590658012	0.223677872062	0.000291922606	0.179902453180	0.006966141980	0.008494284621	0.711449	0.132232	
213000	1.550733	1	0.581167435928	0.147544406216	0.000316829716	0.179902453180	0.006966141980	0.008494284621	0.741179	0.137758	
214000	2.055217	1	0.033035031277	0.253315378260	0.000304297471	0.179902453180	0.006966141980	0.008494284621	0.726372	0.135006	
215000	1.639740	1	-1.636726199865	0.533891953579	0.000314581720	0.179902453180	0.006966141980	0.008494284621	0.738544	0.137268	
216000	2.285946	1	-0.772914453110	0.329763109641	0.000298732180	0.179902453180	0.006966141980	0.008494284621	0.719699	0.133765	
217000	2.878421	1	-0.791344242321	0.381538365479	0.000284903181	0.179902453180	0.006966141980	0.008494284621	0.702843	0.130632	
218000	2.850822	1	-0.667862821377	0.325157415970	0.000285532928	0.179902453180	0.006966141980	0.008494284621	0.703620	0.130777	
219000	3.138253	1	-0.394784918010	0.289880097553	0.000279042145	0.179902453180	0.006966141980	0.008494284621	0.695576	0.129282	
220000	2.635659	1	-0.839661277580	0.398462116587	0.000290490364	0.179902453180	0.006966141980	0.008494284621	0.709702	0.131907	
221000	1.408779	1	-1.112025099291	0.380047900199	0.000320448240	0.179902453180	0.006966141980	0.008494284621	0.745399	0.138542	
222000	2.826015	1	-0.856001107844	0.363624753051	0.000286100145	0.179902453180	0.006966141980	0.008494284621	0.704318	0.130907	
223000	0.293881	1	1.311326691971	-0.023915428960	0.000350342992	0.179902453180	0.006966141980	0.008494284621	0.779393	0.144860	
224000	2.994187	1	-0.075147378896	0.242730770956	0.000282276787	0.179902453180	0.006966141980	0.008494284621	0.699596	0.130029	
225000	2.052091	1	-0.023616352610	0.189662818431	0.000304373565	0.179902453180	0.006966141980	0.008494284621	0.726463	0.135022	
226000	1.451726	1	0.401533624981	0.110130174066	0.000319349147	0.179902453180	0.006966141980	0.008494284621	0.744120	0.138304	
227000	2.402461	1	0.313091409212	0.182629783511	0.000295960567	0.179902453180	0.006966141980	0.008494284621	0.716353	0.133143	
228000	2.448922	1	0.354904060309	0.147851934669	0.000294862550	0.179902453180	0.006966141980	0.008494284621	0.715023	0.132896	
229000	2.829227	1	-0.098693453298	0.223351710388	0.000286026632	0.179902453180	0.006966141980	0.008494284621	0.704228	0.130890	
230000	0.757811	1	1.159389693719	0.014018480325	0.000337578561	0.179902453180	0.006966141980	0.008494284621	0.765063	0.142197	
231000	3.027597	1	-0.127917973461	0.239620323521	0.000281523332	0.179902453180	0.006966141980	0.008494284621	0.698662	0.129855	
232000	2.822311	1	0.053922887012	0.201841703841	0.000286184938	0.179902453180	0.006966141980	0.008494284621	0.704423	0.130926	
233000	1.423485	1	0.533528973514	0.161528630842	0.000320071457	0.179902453180	0.006966141980	0.008494284621	0.744961	0.138460	
234000	2.091294	1	-0.945981818976	0.359978243307	0.000303420476	0.179902453180	0.006966141980	0.008494284621	0.725325	0.134811	
235000	2.497159	1	-0.855945694877	0.351763476852	0.000293726878	0.179902453180	0.006966141980	0.008494284621	0.713644	0.132640	
236000	2.154962	1	-1.285354735734	0.435793145132	0.000301878953	0.179902453180	0.006966141980	0.008494284621	0.723480	0.134468	
237000	3.094242	1	-0.645101803212	0.335129098842	0.000280026367	0.179902453180	0.006966141980	0.008494284621	0.696802	0.129510	
238000	2.029489	1	-1.335409321639	0.487991664175	0.000304924422	0.179902453180	0.006966141980	0.008494284621	0.727120	0.135145	
239000	2.798801	1	-0.972193146274	0.409477741607	0.000286723700	0.179902453180	0.006966141980	0.008494284621	0.705085	0.131049	
240000	3.138787	1	-0.355461704161	0.291339625057	0.000279030241	0.179902453180	0.006966141980	0.008494284621	0.695562	0.129279	
241000	-0.104367	1	0.465017595078	0.202785848629	0.000361684559	0.179902453180	0.006966141980	0.008494284621	0.791908	0.147186	
242000	2.426219	1	-0.730775131710	0.324830387584	0.000295398594	0.179902453180	0.006966141980	0.008494284621	0.715672	0.133017	
243000	2.601146	1	-1.008753357531	0.424506448254	0.000291293524	0.179902453180	0.006966141980	0.008494284621	0.710682	0.132089	
244000	2.009078	1	-1.476915853795	0.502432654461	0.000305422742	0.179902453180	0.006966141980	0.008494284621	0.727714	0.135255	
245000	3.051399	1	-0.742569998138	0.361520475600	0.000280987771	0.179902453180	0.006966141980	0.008494284621	0.697997	0.129732	
246000	-0.497014	1	-2.307042754017	0.672409069092	0.000373226021	0.179902453180	0.006966141980	0.008494284621	0.804444	0.149516	
247000	2.546452	1	-0.151400524958	0.222520203626	0.000292570870	0.179902453180	0.006966141980	0.008494284621	0.712239	0.132379	
248000	1.102455	1	0.891998898562	0.084753531957	0.000328398128	0.179902453180	0.006966141980	0.008494284621	0.754589	0.140250	
249000	2.853535	1	-0.418379363357	0.319943178236	0.000285470960	0.179902453180	0.006966141980	0.008494284621	0.703543	0.130763	
250000	3.078369	1	-0.711710368738	0.353080299564	0.000280382181	0.179902453180	0.006966141980	0.008494284621	0.697245	0.129592	
251000	1.190373	1	0.397327977995	0.195672693092	0.000326096463	0.179902453180	0.006966141980	0.008494284621	0.751940	0.139758	
252000	2.604360	1	-0.284414007347	0.246703480745	0.000291218626	0.179902453180	0.006966141980	0.008494284621	0.710591	0.132072	
253000	2.245908	1	0.508783428573	0.125566101161	0.000299690547	0.179902453180	0.006966141980	0.008494284621	0.720853	0.133980	
254000	3.066313	1	-0.146598360741	0.247808618673	0.000280652728	0.179902453180	0.006966141980	0.008494284621	0.697581	0.129654	
255000	1.211541	1	0.546330706860	0.163395513475	0.000325544710	0.179902453180	0.006966141980	0.008494284621	0.751303	0.139639	
256000	1.781564	1	0.329814543540	0.128072249684	0.000311032676	0.179902453180	0.006966141980	0.008494284621	0.734367	0.136491	
257000	2.763055	1	-0.812577206076	0.351475847767	0.000287544813	0.179902453180	0.006966141980	0.008494284621	0.706094	0.131237	
258000	1.366430	1	-0.870158520442	0.431035407228	0.000321535735	0.179902453180	0.006966141980	0.008494284621	0.746663	0.138777	
259000	0.646747	1	-0.740132490323	0.295236842395	0.000340591331	0.179902453180	0.006966141980	0.008494284621	0.768470	0.142830	
260000	1.735649	1	-0.735963514316	0.311563769766	0.000312177272	0.179902453180	0.006966141980	0.008494284621	0.735717	0.136742	
261000	2.756236	1	-0.244079981445	0.244249961572	0.000287701712	0.179902453180	0.006966141980	0.008494284621	0.706287	0.131272	
262000	3.100526	1	-0.601812412286	0.325955361877	0.000279885622	0.179902453180	0.006966141980	0.008494284621	0.696627	0.129477	
263000	2.562772	1	-0.163915093153	0.225051373126	0.000292189150	0.179902453180	0.006966141980	0.008494284621	0.711774	0.132292	
264000	2.867258	1	0.076960187440	0.213921232768	0.000285157716	0.179902453180	0.006966141980	0.008494284621	0.703157	0.130691	
265000	1.086856	1	-1.871902345004	0.549897350817	0.000328808209	0.179902453180	0.006966141980	0.008494284621	0.755060	0.140337	
266000	2.099628	1	0.390089565719	0.175748468133	0.000303218261	0.179902453180	0.006966141980	0.008494284621	0.725083	0.134766	
267000	3.079921	1	-0.185641671130	0.260499011769	0.000280347357	0.179902453180	0.006966141980	0.008494284621	0.697201	0.129584	
268000	2.428626	1	0.102258101729	0.178916048072	0.000295341718	0.179902453180	0.006966141980	0.008494284621	0.715603	0.133004	
269000	2.444465	1	0.290728116078	0.153812866151	0.000294967714	0.179902453180	0.006966141980	0.008494284621	0.715150	0.132920	
270000	-3.337309	1	2.099745320935	-0.107239395703	0.000468439919	0.179902453180	0.006966141980	0.008494284621	0.901233	0.167506	
271000	2.193822	1	0.349920859225	0.181968286404	0.000300941938	0.179902453180	0.006966141980	0.008494284621	0.722356	0.134259	
272000	1.875488	1	-1.317989460240	0.490589753020	0.000308704367	0.179902453180	0.006966141980	0.008494284621	0.731613	0.135980	
273000	2.014485	1	-1.423971704094	0.465241698958	0.000305290645	0.179902453180	0.006966141980	0.008494284621	0.727556	0.135226	
274000	1.332133	1	-1.517082304230	0.531774203961	0.000322419174	0.179902453180	0.006966141980	0.008494284621	0.747688	0.138967	
275000	3.035837	1	-0.101167960111	0.239111221968	0.000281337826	0.179902453180	0.006966141980	0.008494284621	0.698432	0.129812	
276000	2.088863	1	0.564386155387	0.109954732999	0.000303479488	0.179902453180	0.006966141980	0.008494284621	0.725395	0.134824	
277000	1.972238	1	-1.464874575994	0.503944676022	0.000306324202	0.179902453180	0.006966141980	0.008494284621	0.728787	0.135454	
278000	2.442856	1	0.400887393558	0.147218952629	0.000295005679	0.179902453180	0.006966141980	0.008494284621	0.715196	0.132928	
279000	2.889934	1	-0.598918054365	0.350456118976	0.000284640902	0.179902453180	0.006966141980	0.008494284621	0.702520	0.130572	
280000	2.351110	1	-1.314142817559	0.469129281709	0.000297178898	0.179902453180	0.006966141980	0.008494284621	0.717826	0.133417	
281000	3.056101	1	-0.669989119944	0.336665234380	0.000280882099	0.179902453180	0.006966141980	0.008494284621	0.697866	0.129707	
282000	2.688187	1	-0.691686667487	0.324320534201	0.000289272198	0.179902453180	0.006966141980	0.008494284621	0.708212	0.131630	
283000	1.837472	1	-1.091439124668	0.458299075988	0.000309644653	0.179902453180	0.006966141980	0.008494284621	0.732726	0.136187	
284000	3.012283	1	-0.085971200394	0.243350229950	0.000281868444	0.179902453180	0.006966141980	0.008494284621	0.699090	0.129935	
285000	1.806656	1	-0.018879158441	0.268646713072	0.000310408953	0.179902453180	0.006966141980	0.008494284621	0.733630	0.136354	
286000	2.424989	1	0.270867671127	0.191950746304	0.000295427647	0.179902453180	0.006966141980	0.008494284621	0.715707	0.133023	
287000	3.056552	1	-0.748482079595	0.359498050884	0.000280871979	0.179902453180	0.006966141980	0.008494284621	0.697853	0.129705	
288000	2.451304	1	-0.343293946420	0.317416539287	0.000294806377	0.179902453180	0.006966141980	0.008494284621	0.714954	0.132883	
289000	3.049890	1	-0.139459151984	0.243704490448	0.000281021713	0.179902453180	0.006966141980	0.008494284621	0.698039	0.129740	
290000	2.894715	1	-0.814724524582	0.384009194553	0.000284532042	0.179902453180	0.006966141980	0.008494284621	0.702385	0.130547	
291000	3.056321	1	-0.367842543342	0.278058600522	0.000280877150	0.179902453180	0.006966141980	0.008494284621	0.697860	0.129706	
292000	2.553010	1	-0.114058679031	0.270711574262	0.000292417426	0.179902453180	0.006966141980	0.008494284621	0.712052	0.132344	
293000	2.776191	1	-0.538611041417	0.344064027884	0.000287242790	0.179902453180	0.006966141980	0.008494284621	0.705723	0.131168	
294000	3.105572	1	-0.395495539510	0.286411286823	0.000279772663	0.179902453180	0.006966141980	0.008494284621	0.696486	0.129451	
295000	2.270229	1	-1.088735476095	0.394520583161	0.000299108025	0.179902453180	0.006966141980	0.008494284621	0.720152	0.133849	
296000	2.669992	1	-0.832416759103	0.396188771168	0.000289693575	0.179902453180	0.006966141980	0.008494284621	0.708728	0.131726	
297000	0.854834	1	-1.774628915508	0.576786402950	0.000334968466	0.179902453180	0.006966141980	0.008494284621	0.762100	0.141646	
298000	2.430286	1	0.244206284906	0.198045521310	0.000295302480	0.179902453180	0.006966141980	0.008494284621	0.715556	0.132995	
299000	2.407037	1	0.291507731056	0.187732478080	0.000295852239	0.179902453180	0.006966141980	0.008494284621	0.716221	0.133119	
300000	2.686578	1	-0.951622443094	0.378682579328	0.000289309443	0.179902453180	0.006966141980	0.008494284621	0.708258	0.131639	
301000	2.201309	1	-0.881426182601	0.416852443158	0.000300761744	0.179902453180	0.006966141980	0.008494284621	0.722140	0.134219	
