Options:
Model:                           Independent Contrasts
Tree File Name:                  Rhizobiales.trees
Data File Name:                  LnGenomeSize.txt
Log File Name:                   LnGenomeSize.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1676938870
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      11000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   LnGenomeSize.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Test for trait correlation:      True
Kappa:                           Not in use
Delta:                           Not in use
Lambda:                          Not in use
OU:                              Not in use
Min Trans Taxa No:               10
RJ Local Kappa:                  False
RJ Local Lambda:                 False
RJ Local Delta:                  False
RJ Local OU:                     False
Tags:	1
	Tag-Devosia	8	Devosia_enhydra_ATCC_23634 Devosia_sp_Root105 Devosia_sp_Root436 Devosia_psychrophila_CGMCC_1_10210 Devosia_sp_LC5 Devosia_sp_Leaf420 Devosia_sp_Root685 Devosia_sp_S37 
Restrictions:
    Alpha-1                      None
    Sigma-1                      None
Prior Information:
    Priors
        Alpha-1 - uniform -100.00 100.00 
        Sigma-1 - uniform 0.00 100.00 
        AncState-1 - uniform -100.00 100.00 
Node reconstruction / fossilisation:
	MRCA DevosiaAnc Tag-Devosia
Removed taxa:
          Rhizobium_alamii_YR584
Tree Information
     Trees:                      1000
     Taxa:                       160
     Sites:                      1
Iteration	Lh	Tree No	Alpha 1	Sigma^2 1	DevosiaAnc Alpha	
4080000	82.344166	467	15.193181450269	0.265130790998	15.241678	
4081000	79.897728	601	15.030836415992	0.291565692868	15.242438	
4082000	82.037696	434	15.081996626781	0.236295772223	15.244020	
4083000	83.218226	637	15.196409477828	0.277571262955	15.245817	
4084000	82.310259	446	15.226607557364	0.250924552429	15.239979	
4085000	82.347049	849	15.247556077232	0.225701698151	15.240132	
4086000	82.629091	434	15.266040840839	0.225381974591	15.244020	
4087000	83.061773	325	15.178083177828	0.259423279452	15.238280	
4088000	78.824235	640	15.419205180539	0.249275799899	15.243146	
4089000	81.687217	541	15.359637701653	0.228841903397	15.241923	
4090000	79.644643	334	15.137294506630	0.304970691814	15.241540	
4091000	82.556360	729	15.278654633441	0.246965185214	15.242616	
4092000	83.977429	360	15.205949398652	0.259716983805	15.241068	
4093000	82.602878	681	15.299937615969	0.234591637827	15.238696	
4094000	82.021957	287	15.211070921583	0.261605651521	15.243243	
4095000	82.760044	276	15.267457109058	0.214887475745	15.245560	
4096000	81.559789	433	15.196756219978	0.225436043219	15.242612	
4097000	83.569200	899	15.256377966679	0.221621545224	15.243584	
4098000	81.079659	854	15.251083243932	0.282377383857	15.243837	
4099000	82.461393	23	15.197132669321	0.219811765636	15.243311	
4100000	81.497446	653	15.154462373028	0.197106678981	15.243210	
4101000	81.624886	519	15.199707151349	0.294468425558	15.243764	
4102000	81.567336	685	15.264200859296	0.238821579044	15.241586	
4103000	83.805330	498	15.169722822167	0.266572853064	15.242537	
4104000	83.069392	317	15.279770326783	0.262683187685	15.241339	
4105000	81.329619	941	15.142827280952	0.236979957317	15.243824	
4106000	83.171610	439	15.296789225220	0.274111966429	15.241570	
4107000	81.706505	174	15.297776090320	0.244017543775	15.240488	
4108000	82.160579	815	15.123026131139	0.267154667760	15.240295	
4109000	84.105329	172	15.246900151736	0.237829215998	15.243145	
4110000	83.671296	247	15.140139847929	0.238688833163	15.243036	
4111000	82.132937	368	15.195789152080	0.269764297197	15.239771	
4112000	82.642039	101	15.310540660740	0.224515268481	15.242164	
4113000	81.841738	876	15.140562127568	0.261700270135	15.242870	
4114000	82.107459	167	15.315104059437	0.246370865598	15.242467	
4115000	79.943953	299	15.216904319420	0.315348922732	15.239866	
4116000	81.888408	792	15.147157857144	0.265094755340	15.239965	
4117000	82.873380	487	15.138018294705	0.239461158083	15.241810	
4118000	80.987115	893	15.211613797167	0.185053434889	15.240259	
4119000	82.956408	504	15.201788056351	0.252151553241	15.240512	
4120000	82.780117	794	15.164780031441	0.245797744300	15.241917	
4121000	81.308280	944	15.229753611038	0.245507563712	15.243125	
4122000	81.732567	657	15.084718640622	0.217444849323	15.239335	
4123000	83.263927	28	15.213369679952	0.240623152047	15.242345	
4124000	82.658834	965	15.255855805026	0.242488185039	15.242496	
4125000	80.392489	597	15.175064988876	0.188558115428	15.240705	
4126000	83.018758	438	15.119802555473	0.233279666131	15.240870	
4127000	81.066235	329	15.218687196766	0.217528158370	15.243104	
4128000	81.852296	255	15.147587315674	0.271664033736	15.242117	
4129000	83.117499	827	15.234197470276	0.206484827701	15.241433	
4130000	81.546297	141	15.171771561614	0.247840218418	15.242746	
4131000	82.756184	172	15.208998279456	0.289882196966	15.243145	
4132000	79.954654	273	15.356273365696	0.288865215963	15.244023	
4133000	82.010649	821	15.295077898916	0.276016131493	15.243713	
4134000	82.549134	86	15.222476046005	0.244122385497	15.243073	
4135000	83.519911	213	15.175565047856	0.254936928849	15.242473	
4136000	81.885650	997	15.242296972293	0.265146642686	15.240120	
4137000	83.384333	619	15.217222852090	0.235419932022	15.245240	
4138000	77.865560	778	15.223538562904	0.357562632242	15.245541	
4139000	80.131477	813	15.036468776396	0.286049831174	15.242370	
4140000	81.261756	107	15.173886637810	0.275881462358	15.240089	
4141000	80.650149	380	15.331846602334	0.206766397445	15.237812	
4142000	80.158253	855	15.087063225184	0.244901802888	15.241415	
4143000	81.229682	244	15.123952245033	0.204648786433	15.240131	
4144000	83.051899	375	15.322126257039	0.267756795440	15.244520	
4145000	82.070496	309	15.263856702540	0.250323665873	15.240068	
4146000	83.103821	528	15.316102704310	0.246553312703	15.241386	
4147000	82.229691	30	15.266719991781	0.230729510167	15.241765	
4148000	82.805430	417	15.240956593520	0.215359720681	15.242676	
4149000	81.624698	467	15.329795669057	0.239597384655	15.241678	
4150000	82.185498	842	15.250527777329	0.264148394691	15.243796	
4151000	82.550893	444	15.052160383102	0.227851280731	15.242080	
4152000	83.021663	557	15.200904170893	0.246781754323	15.242024	
4153000	82.494392	407	15.149473146599	0.270226475072	15.242292	
4154000	83.324697	114	15.202389421794	0.260315024233	15.242371	
4155000	82.311438	965	15.205313415656	0.220364493333	15.242496	
4156000	82.739923	418	15.186320243179	0.242188933208	15.244264	
4157000	81.504058	841	15.072833779792	0.272511217263	15.245791	
4158000	82.813266	763	15.219971362008	0.249298976504	15.241857	
4159000	82.723371	43	15.313053554870	0.246848889907	15.240867	
4160000	82.218190	729	15.167063689947	0.273654862289	15.242616	
4161000	81.843049	974	15.221920222726	0.246195216638	15.242083	
4162000	83.304927	843	15.147480447885	0.254892052458	15.243596	
4163000	82.753823	459	15.229557597659	0.247779843781	15.240304	
4164000	83.304333	787	15.171248703436	0.219651709850	15.243285	
4165000	82.559438	157	15.199027585243	0.272713195384	15.243683	
4166000	82.370153	376	15.203615622341	0.222433042110	15.240814	
4167000	83.436682	424	15.097273901295	0.247228184012	15.243584	
4168000	81.127958	804	15.077192866115	0.253242103053	15.244289	
4169000	80.827668	440	15.092311486165	0.239527522900	15.243714	
4170000	82.992610	784	15.239094140109	0.248977271682	15.241741	
4171000	82.802917	424	15.206999792851	0.287560454205	15.243584	
4172000	81.792806	906	15.239915936925	0.248378398952	15.242506	
4173000	81.597003	816	15.347471158117	0.239063632162	15.241823	
4174000	81.758392	326	15.239691545784	0.270925554272	15.243843	
4175000	81.439295	829	15.273077497395	0.260358601769	15.244143	
4176000	81.389108	741	15.140776987559	0.243432657142	15.242217	
4177000	81.390342	951	15.351600128000	0.261753097018	15.245121	
4178000	82.250981	386	15.213407290676	0.284549114316	15.243073	
4179000	83.682118	581	15.236098573042	0.253073406279	15.242003	
4180000	83.046336	101	15.151736260276	0.260616637041	15.242164	
4181000	82.031378	518	15.327600290104	0.248058041175	15.242956	
4182000	81.790957	821	15.134182898122	0.210196163442	15.243713	
4183000	80.072695	439	14.953788564194	0.266119290112	15.241570	
4184000	83.740991	516	15.209730212608	0.216304957121	15.242697	
4185000	81.982319	763	15.213137439459	0.281451477445	15.241857	
4186000	82.319587	721	15.273322743661	0.225448847721	15.241350	
4187000	82.554471	99	15.333159426287	0.235907856695	15.241899	
4188000	81.764158	179	15.132778348930	0.235862646844	15.239382	
4189000	83.798817	439	15.102869281829	0.251976381965	15.241570	
4190000	80.134602	553	15.172104129864	0.324619988987	15.239204	
4191000	81.865965	869	15.221809603880	0.224576594893	15.240646	
4192000	82.397866	961	15.203679016608	0.257319257814	15.243423	
4193000	82.338308	748	15.276007494016	0.211367807072	15.241328	
4194000	82.135839	785	15.340241470475	0.259768983364	15.244764	
4195000	82.963561	517	15.216582808150	0.232770537264	15.241318	
4196000	79.513036	88	15.158401141638	0.312585539715	15.243280	
4197000	82.160178	649	15.215956305203	0.228650011211	15.242617	
4198000	80.538521	451	15.224111908904	0.301751373184	15.240894	
4199000	81.989719	217	15.200677183892	0.216870474178	15.245672	
4200000	83.177927	493	15.241050723761	0.245774375555	15.240262	
4201000	81.260823	71	15.256658156186	0.281353206536	15.243251	
4202000	83.056631	374	15.234537128554	0.261442290520	15.242995	
4203000	84.105801	498	15.279129134828	0.239260638253	15.242537	
4204000	82.530176	375	15.242833818849	0.295008505632	15.244520	
4205000	82.349904	618	15.220792446497	0.237409201755	15.241948	
4206000	82.004277	385	15.221670368598	0.271255834124	15.243942	
4207000	79.981804	854	15.306218001418	0.203531010789	15.243837	
4208000	78.480646	439	15.477916465670	0.287133385450	15.241570	
4209000	81.242867	864	15.216368431252	0.208876567731	15.244208	
4210000	83.414237	634	15.144381761419	0.279476540888	15.241138	
4211000	83.193495	889	15.209162372112	0.215175968914	15.241363	
4212000	81.331118	2	15.331202354410	0.258413309543	15.241245	
4213000	83.498368	424	15.116597426234	0.224436860251	15.243584	
4214000	81.393597	229	15.028360324625	0.262106376617	15.242004	
4215000	83.446961	99	15.164550410204	0.236178711610	15.241899	
4216000	82.437030	746	15.171455387362	0.246129106531	15.243265	
4217000	81.573174	954	15.109460953335	0.263068206335	15.243519	
4218000	84.126800	441	15.128115605904	0.243285244832	15.243410	
4219000	81.569901	912	15.282374341566	0.240752636894	15.242789	
4220000	82.202355	122	15.159554577251	0.265446774456	15.241934	
4221000	83.774622	288	15.239096680149	0.247886813203	15.242655	
4222000	83.152821	390	15.211519468065	0.236319844669	15.238785	
4223000	83.243503	99	15.180216469782	0.220199952951	15.241899	
4224000	81.308728	26	15.151364073816	0.278094368929	15.243965	
4225000	82.660994	689	15.308244947258	0.261738313536	15.241867	
4226000	80.765067	203	15.343809154875	0.243142750485	15.241642	
4227000	82.779572	363	15.183027131345	0.219118823882	15.240589	
4228000	81.801994	358	15.103270159837	0.249506753012	15.240819	
4229000	81.836773	969	15.333738161020	0.259376904808	15.246053	
4230000	77.750666	913	15.432339149266	0.269149156974	15.243240	
4231000	83.217620	317	15.177105549179	0.270166458508	15.241339	
4232000	82.691619	462	15.146666707900	0.254781619284	15.242085	
4233000	81.690242	552	15.241874684649	0.239289580196	15.243415	
4234000	83.520196	114	15.209216546347	0.245301002470	15.242371	
4235000	81.292626	676	15.306690711622	0.243051030753	15.242001	
4236000	82.994945	755	15.238806600147	0.224265244959	15.242497	
4237000	80.901977	352	15.354915735918	0.282699098774	15.240975	
4238000	79.167438	455	15.324552035229	0.202539213098	15.241517	
4239000	81.485647	520	15.033163410519	0.238432630365	15.242138	
4240000	82.310443	770	15.169965137444	0.255076157044	15.243080	
4241000	83.854931	528	15.181238780097	0.225137460106	15.241386	
4242000	82.874485	883	15.167235152760	0.276274448785	15.240872	
4243000	82.709568	981	15.171483461599	0.259258666473	15.242853	
4244000	79.607249	307	15.077316221071	0.242180398141	15.243601	
4245000	81.793278	838	15.342856165449	0.248341773672	15.241551	
4246000	82.293869	532	15.135244389729	0.287003670922	15.241785	
4247000	82.553749	917	15.147619910759	0.238609184569	15.245612	
4248000	84.267862	634	15.131447706531	0.240981305429	15.241138	
4249000	81.808092	589	15.275880241063	0.216799245189	15.243176	
4250000	82.520838	849	15.216968614614	0.227806429023	15.240132	
4251000	80.552477	616	15.116369017040	0.306178699998	15.241363	
4252000	81.810108	88	15.217020949439	0.264400994214	15.243280	
4253000	79.027693	171	14.986064269891	0.278661198946	15.240930	
4254000	81.750370	671	15.285164686508	0.252378890771	15.240502	
4255000	82.971627	892	15.141024007359	0.238070666911	15.241458	
4256000	82.636392	59	15.191391776978	0.262365489152	15.243348	
4257000	80.881959	462	15.251269680397	0.192202211668	15.242085	
4258000	81.945485	902	15.240750148474	0.297488473433	15.241461	
4259000	82.904269	766	15.263174241359	0.236078438351	15.240658	
4260000	83.017526	249	15.217070201616	0.261861138656	15.242567	
4261000	82.892540	70	15.202157471281	0.245132372208	15.241970	
4262000	82.631144	54	15.143637050907	0.241289653810	15.241992	
4263000	82.768668	777	15.233868440884	0.254249395673	15.242508	
4264000	79.394230	193	15.209678083416	0.182048182804	15.243057	
4265000	82.284810	714	15.215063354656	0.249176018775	15.241295	
4266000	80.794697	66	15.379203056929	0.205604536989	15.242726	
4267000	82.634858	418	15.159183321270	0.238332881321	15.244264	
4268000	81.218981	640	15.305044213270	0.239215560666	15.243146	
4269000	83.978455	523	15.169109805624	0.226151718532	15.243614	
4270000	81.881289	168	15.322935478229	0.285649957966	15.240818	
4271000	80.806889	468	15.232921829568	0.310338406728	15.244107	
4272000	81.961024	407	15.330772922970	0.265076237701	15.242292	
4273000	80.066141	249	15.237588975439	0.322035693378	15.242567	
4274000	79.712710	181	15.031874718069	0.291523650575	15.242439	
4275000	81.621164	357	15.281161844344	0.291778802729	15.243508	
4276000	82.124817	864	15.232166742389	0.248789067329	15.244208	
4277000	80.921370	730	15.193273474927	0.233875051117	15.237761	
4278000	83.157945	498	15.256711051269	0.199602524189	15.242537	
4279000	81.261283	996	15.109821680169	0.293264498680	15.243366	
4280000	83.318071	235	15.216404009042	0.260523575518	15.238867	
4281000	81.556154	101	15.303064916614	0.201140401122	15.242164	
4282000	82.805771	66	15.150718458289	0.203480350947	15.242726	
4283000	80.733193	905	15.331182690808	0.308398242720	15.243175	
4284000	83.134160	816	15.220624722428	0.251203464726	15.241823	
4285000	81.447143	745	15.263487383039	0.276225075352	15.242064	
4286000	80.170328	448	15.131768692226	0.281605578797	15.243624	
4287000	81.397332	475	15.353255787486	0.229634555544	15.242021	
4288000	83.710202	986	15.221985873620	0.253712031262	15.243844	
4289000	81.721057	352	15.078312470998	0.206994840862	15.240975	
4290000	79.939917	205	15.345668291069	0.246725690327	15.242381	
4291000	81.103427	867	15.098374620369	0.277522478314	15.242416	
4292000	81.166609	952	15.123868356423	0.271247414797	15.241817	
4293000	81.543135	951	15.353083076099	0.241286791848	15.245121	
4294000	82.034952	1	15.193466954219	0.263755013131	15.241913	
4295000	80.851162	308	15.133057351636	0.273623184564	15.241482	
4296000	84.674667	375	15.169873219297	0.235059557809	15.244520	
4297000	82.760423	484	15.291657404633	0.259282318344	15.241565	
4298000	81.712058	747	15.178641616053	0.274867713420	15.240158	
4299000	83.078937	887	15.243543787853	0.227767228365	15.242111	
4300000	81.814894	114	15.191804150731	0.198213082832	15.242371	
4301000	81.651748	295	15.317736788957	0.234972618453	15.244596	
4302000	80.877906	163	15.266829977720	0.319465138834	15.245555	
4303000	82.759149	190	15.283208672964	0.259193803229	15.242382	
4304000	82.848164	553	15.233159959332	0.207835942463	15.239204	
4305000	81.308890	429	15.335011124600	0.273876590530	15.241307	
4306000	82.166751	784	15.222212405027	0.279033461078	15.241741	
4307000	82.965372	657	15.160698155616	0.266308811365	15.239335	
4308000	82.319326	181	15.251432773824	0.268010032636	15.242439	
4309000	83.246371	575	15.185381060509	0.226375487841	15.241435	
4310000	83.089212	300	15.196204176487	0.218269432799	15.242571	
4311000	82.136665	50	15.193090557619	0.230034553204	15.239817	
4312000	82.926206	561	15.255228580517	0.254907941204	15.241707	
4313000	81.754827	171	15.193628265084	0.205940300159	15.240930	
4314000	81.783758	583	15.092842128639	0.267143848392	15.240311	
4315000	81.925962	590	15.287443783327	0.240145047329	15.241449	
4316000	82.512591	691	15.167662870181	0.278849662918	15.242695	
4317000	83.326308	575	15.244728475575	0.241555399245	15.241435	
4318000	82.291063	151	15.166678744801	0.208358548351	15.244921	
4319000	81.980745	502	15.192316500900	0.247881482131	15.239689	
4320000	83.778294	375	15.308665846776	0.223882033339	15.244520	
4321000	83.387685	689	15.233911692354	0.220078008806	15.241867	
4322000	83.310565	526	15.234955582640	0.246416987538	15.240306	
4323000	81.780245	413	15.248492356619	0.257405333617	15.244231	
4324000	83.562929	878	15.177811421326	0.252715649550	15.241457	
4325000	81.974388	589	15.269323845258	0.218869611298	15.243176	
4326000	81.341582	947	15.342132488810	0.265521427788	15.242094	
4327000	80.682920	635	15.237276868492	0.289058864569	15.241690	
4328000	79.589156	357	15.378195701590	0.204265422983	15.243508	
4329000	81.223546	758	15.073385243119	0.220409291804	15.240142	
4330000	84.541438	441	15.193367467464	0.232177200951	15.243410	
4331000	82.490980	615	15.276134792529	0.246784491004	15.241148	
4332000	81.840889	153	15.197248082781	0.241388499545	15.242991	
4333000	81.841568	718	15.284702039801	0.247746315191	15.243470	
4334000	83.474745	883	15.275015203037	0.242045665328	15.240872	
4335000	82.632112	476	15.238256189817	0.234936970460	15.242268	
4336000	82.047175	917	15.201775754902	0.281441789754	15.245612	
4337000	81.882019	856	15.168634910210	0.227542909811	15.244306	
4338000	80.783324	618	15.105737484097	0.213490673033	15.241948	
4339000	81.033614	130	15.191618132100	0.286348921357	15.244934	
4340000	81.121873	81	15.214641366022	0.249777625834	15.242267	
4341000	82.900674	33	15.195564045122	0.242973527006	15.244043	
4342000	81.067494	46	15.176573423972	0.194867585607	15.243435	
4343000	79.365617	25	15.360229576170	0.283138076744	15.242697	
4344000	82.258666	834	15.295270335472	0.240818988021	15.241682	
4345000	79.608240	918	15.119105623846	0.192087885248	15.239874	
4346000	83.215258	894	15.234777560710	0.254395153612	15.241392	
4347000	80.232558	134	15.247779323232	0.299793511255	15.239521	
4348000	82.871943	61	15.273133507346	0.239352609998	15.241297	
4349000	82.468764	893	15.072075599705	0.225359769464	15.240259	
4350000	81.779321	31	15.222528509505	0.241685666681	15.241951	
4351000	81.959692	794	15.135238665047	0.272594314259	15.241917	
4352000	82.931500	501	15.205577907486	0.231367972395	15.243329	
4353000	81.715667	92	15.098724997625	0.252001734322	15.243304	
4354000	82.724121	996	15.278631499526	0.225950387488	15.243366	
4355000	82.954523	487	15.260658467547	0.262502418942	15.241810	
4356000	83.275072	523	15.168379869904	0.206447480259	15.243614	
4357000	81.705713	74	15.160135223223	0.277800721133	15.243295	
4358000	83.210940	619	15.208825736557	0.254385255114	15.245240	
4359000	82.672383	953	15.299884362363	0.248916475570	15.242551	
4360000	82.735950	70	15.195265919166	0.225562151706	15.241970	
4361000	82.675779	360	15.057602190483	0.240131898236	15.241068	
4362000	81.630725	747	15.305237570455	0.246985346506	15.240158	
4363000	82.861028	979	15.228083375622	0.235000165713	15.242847	
4364000	82.596519	66	15.351555957338	0.233347998036	15.242726	
4365000	81.118020	618	15.333182063564	0.238879593673	15.241948	
4366000	83.372690	830	15.162610487133	0.252522798053	15.242353	
4367000	84.367831	441	15.168092369549	0.222529564964	15.243410	
4368000	81.362948	547	15.235780757830	0.277151479292	15.244926	
4369000	82.891295	950	15.234045527410	0.227432457762	15.240216	
4370000	82.829580	406	15.180499056699	0.255301106911	15.240414	
4371000	82.472850	589	15.118036553370	0.244254930597	15.243176	
4372000	82.485736	765	15.138153561803	0.270646670668	15.243738	
4373000	84.024736	444	15.189990122451	0.237361995155	15.242080	
4374000	81.773563	624	15.189958622023	0.232985005026	15.240935	
4375000	82.464098	51	15.160355249896	0.238766297570	15.240938	
4376000	77.160988	724	15.475107099471	0.267783739320	15.240133	
4377000	83.034357	950	15.201104426017	0.241353653916	15.240216	
4378000	82.383759	647	15.215168765775	0.266668405269	15.242312	
4379000	82.421496	140	15.160236030995	0.243539973160	15.244061	
4380000	81.369326	982	15.207683884320	0.262630464234	15.241442	
4381000	81.597559	134	15.189081230217	0.237710150547	15.239521	
4382000	79.791101	578	15.320894301232	0.295716629526	15.242400	
4383000	82.829104	517	15.267497386239	0.249816116499	15.241318	
4384000	83.479808	841	15.208407796348	0.229587072455	15.245791	
4385000	81.677586	647	15.139425317033	0.278638039695	15.242312	
4386000	82.482264	335	15.188799797471	0.276417908596	15.241920	
4387000	82.843085	905	15.305058754518	0.269882453186	15.243175	
4388000	81.085439	137	15.148323885213	0.271606022149	15.244431	
4389000	83.289285	483	15.244443501920	0.240870910282	15.244382	
4390000	79.911355	254	15.368388153341	0.230624174788	15.241929	
4391000	82.758397	431	15.163633391157	0.245244136456	15.244438	
4392000	83.207507	229	15.188901026771	0.255093296732	15.242004	
4393000	81.036059	459	15.330741949144	0.278846895678	15.240304	
4394000	83.453356	905	15.206977245872	0.213994881102	15.243175	
4395000	82.561573	335	15.258417499639	0.270916701163	15.241920	
4396000	81.345447	664	15.214268327477	0.244301750016	15.242753	
4397000	81.827983	301	15.241136649411	0.246410374619	15.240743	
4398000	81.500383	930	15.278090157570	0.228553922068	15.242905	
4399000	82.028800	413	15.198902363582	0.249073511341	15.244231	
4400000	82.102857	995	15.208463918966	0.270359672365	15.242611	
4401000	81.314328	30	15.337372184837	0.258691572620	15.241765	
4402000	83.264998	341	15.250800513565	0.229560208501	15.242487	
4403000	79.629421	8	15.175801714178	0.324142589769	15.240568	
4404000	80.591096	468	15.016880253754	0.255292187636	15.244107	
4405000	83.224860	235	15.256617742739	0.217859428093	15.238867	
4406000	83.302194	352	15.244271872672	0.249590665647	15.240975	
4407000	82.208938	849	15.265019935888	0.265862970607	15.240132	
4408000	83.807912	523	15.187955761920	0.258354690012	15.243614	
4409000	81.887409	521	15.292243070963	0.246279435354	15.239525	
4410000	81.345553	109	15.153991601150	0.282847720196	15.241728	
4411000	81.240628	48	15.236620736952	0.223414258896	15.240492	
4412000	81.744610	62	15.132285208822	0.265528501936	15.242787	
4413000	81.458007	891	15.119756521595	0.247634051548	15.238897	
4414000	83.853726	529	15.183703404040	0.252534304391	15.241917	
4415000	82.259140	965	15.258405750649	0.267805672866	15.242496	
4416000	82.432455	69	15.189372848362	0.235344690243	15.243546	
4417000	81.292098	187	15.094887151301	0.270420714821	15.242151	
4418000	84.116285	626	15.227535630722	0.254629030567	15.243294	
4419000	81.855575	670	15.067571448959	0.266335733950	15.242052	
4420000	83.132491	529	15.288607522343	0.223749083289	15.241917	
4421000	81.281112	974	15.147125035699	0.265589744413	15.242083	
4422000	82.298688	140	15.150894592583	0.252568668463	15.244061	
4423000	83.047062	193	15.208918089161	0.243509951396	15.243057	
4424000	81.936601	794	15.295803635167	0.219856125070	15.241917	
4425000	82.659814	657	15.291959931792	0.267755381951	15.239335	
4426000	81.794897	244	15.223653057173	0.279055414398	15.240131	
4427000	80.620932	403	15.243882186065	0.268963430029	15.242601	
4428000	82.413558	964	15.195071455011	0.215864450200	15.240114	
4429000	83.272289	95	15.201161376092	0.223025102107	15.241192	
4430000	83.144564	213	15.130411812125	0.256829790084	15.242473	
4431000	81.242016	915	15.313964049072	0.226667773589	15.243104	
4432000	82.476651	589	15.223643311975	0.263468309639	15.243176	
4433000	81.884423	377	15.172709005229	0.273489601680	15.241294	
4434000	81.708314	155	15.084307532067	0.260059127377	15.243369	
4435000	77.599016	936	15.339415693573	0.331743895311	15.238940	
4436000	82.403755	721	15.130813765909	0.257300388739	15.241350	
4437000	79.666103	294	15.340027500944	0.306405647306	15.245221	
4438000	80.384079	44	15.221399408359	0.231925961680	15.240364	
4439000	80.675323	980	15.145827511086	0.295978675029	15.241947	
4440000	83.495972	444	15.117484553182	0.224554282186	15.242080	
4441000	79.481486	966	15.078734402580	0.252098811814	15.240369	
4442000	82.769983	935	15.228021324946	0.248919261685	15.242529	
4443000	82.281702	733	15.213306330013	0.268373940985	15.242515	
4444000	80.225499	384	15.267963014829	0.214906188772	15.243193	
4445000	82.610135	561	15.222860762327	0.214753901918	15.241707	
4446000	82.136395	460	15.220489696876	0.221667891729	15.241536	
4447000	82.053994	520	15.375955344219	0.240587417146	15.242138	
4448000	82.350585	73	15.280065176568	0.246807381164	15.240324	
4449000	81.811041	79	15.237652489351	0.288190948242	15.240709	
4450000	80.725339	931	15.120810660695	0.286743208991	15.240712	
4451000	81.308541	244	15.081002515068	0.278016920978	15.240131	
4452000	81.893027	616	15.160373042895	0.285952213011	15.241363	
4453000	82.662549	274	15.260770562148	0.223752823530	15.244413	
4454000	82.521215	196	15.253281549974	0.273351081335	15.242201	
4455000	83.356266	300	15.176697493103	0.247646617449	15.242571	
4456000	82.682117	946	15.301174133874	0.237541029395	15.240479	
4457000	79.958312	538	15.327199213647	0.213713313225	15.243345	
4458000	84.099478	523	15.182802415952	0.238209760768	15.243614	
4459000	80.734777	446	15.162150831954	0.295270081401	15.239979	
4460000	82.783369	239	15.172895900571	0.233567742457	15.243434	
4461000	82.375127	425	15.222088801341	0.234992395883	15.241308	
4462000	84.019477	444	15.195632270328	0.239879366885	15.242080	
4463000	83.418003	99	15.225688213146	0.262485714557	15.241899	
4464000	82.048580	557	15.122013279736	0.268075797391	15.242024	
4465000	82.662555	380	15.249236671667	0.266192474575	15.237812	
4466000	81.597454	414	15.135606453588	0.247398048138	15.243210	
4467000	82.642299	157	15.208571958369	0.270454251016	15.243683	
4468000	80.512556	754	15.333569347630	0.215234575930	15.242337	
4469000	82.515516	773	15.171343845219	0.226586430663	15.241728	
4470000	81.318837	501	15.274515503812	0.203085158692	15.243329	
4471000	82.315846	839	15.193523266462	0.273207175090	15.242616	
4472000	81.681056	563	15.295043120263	0.249900854383	15.244360	
4473000	79.675364	1000	15.347104078414	0.319537316902	15.242344	
4474000	81.763866	95	15.358795569952	0.261401179122	15.241192	
4475000	81.283052	67	15.176853200161	0.254599864335	15.241368	
4476000	82.788017	893	15.303616732307	0.252422153169	15.240259	
4477000	80.723236	378	15.286173672956	0.294471700836	15.240147	
4478000	79.590289	24	15.402719123126	0.269635014169	15.244447	
4479000	82.055572	715	15.238751576906	0.239192302752	15.242694	
4480000	82.149192	292	15.177367453358	0.242239197711	15.244177	
4481000	81.387533	263	15.258428000876	0.235341870180	15.239654	
4482000	80.294199	990	15.159674451634	0.214254799666	15.241875	
4483000	82.895560	191	15.232470138666	0.227483112973	15.241855	
4484000	84.060957	163	15.174725749252	0.226355837697	15.245555	
4485000	78.821233	999	15.302572698160	0.183195325806	15.243005	
4486000	78.279683	83	15.302628987623	0.205088735744	15.241051	
4487000	79.341891	756	15.314504927635	0.302370130371	15.240980	
4488000	79.413954	871	15.275579655719	0.211988178390	15.241128	
4489000	82.906248	434	15.154064672686	0.232733058111	15.244020	
4490000	83.207437	996	15.187544932056	0.240077065063	15.243366	
4491000	80.235229	720	15.073706499913	0.219641178863	15.242704	
4492000	80.885401	71	15.301917217586	0.278662144498	15.243251	
4493000	81.387212	893	15.271534029376	0.300415361606	15.240259	
4494000	83.950325	520	15.202353493690	0.241281605208	15.242138	
4495000	82.543210	602	15.255822487353	0.212396033757	15.243289	
4496000	81.306208	765	15.040163229425	0.226383460112	15.243738	
4497000	83.014714	374	15.217683609518	0.264939888752	15.242995	
4498000	82.841584	597	15.198815070535	0.258197153256	15.240705	
4499000	79.860752	146	14.987785488537	0.244037041951	15.243388	
4500000	80.669241	425	15.299125374314	0.208519679671	15.241308	
4501000	83.366312	553	15.223852723308	0.218938125247	15.239204	
4502000	80.925397	489	15.077514405911	0.254883573947	15.243634	
4503000	81.707757	719	15.248304225427	0.231080724845	15.244589	
4504000	82.051219	41	15.156790930119	0.242686789636	15.243860	
4505000	81.071964	181	15.225890103073	0.198599990512	15.242439	
4506000	79.330269	655	15.211600515165	0.329258523496	15.242989	
